SAMPID	AGE	SEX	SVA_AGE	SVA_SEX
GTEX.1192X.0011.R8b.SM.DO11U	GTEX-1192X-0011-R8b-SM-DO11U	50-59	2	0.0395348869212873	0.0374944800432242
GTEX.11DYG.0011.R8a.SM.DO93F	GTEX-11DYG-0011-R8a-SM-DO93F	60-69	2	-0.0158362548815739	0.00942374243670425
GTEX.11DZ1.0011.R8b.SM.DNZZI	GTEX-11DZ1-0011-R8b-SM-DNZZI	50-59	2	0.00579503991639979	0.0109447356083084
GTEX.11EI6.0011.R8a.SM.DO93M	GTEX-11EI6-0011-R8a-SM-DO93M	60-69	2	-0.0745786122671513	-0.0600708960626053
GTEX.11EMC.0011.R8b.SM.DO91Z	GTEX-11EMC-0011-R8b-SM-DO91Z	60-69	1	-0.0436225818355597	-0.0300876651336617
GTEX.11GSP.0011.R8b.SM.5NQ79	GTEX-11GSP-0011-R8b-SM-5NQ79	60-69	1	0.0837171017473182	0.0623041001917389
GTEX.11OF3.0011.R8b.SM.57WCS	GTEX-11OF3-0011-R8b-SM-57WCS	60-69	2	0.0358287873930307	0.040475601106249
GTEX.11ONC.0011.R8b.SM.5NQ87	GTEX-11ONC-0011-R8b-SM-5NQ87	60-69	2	0.0149984924308834	0.00653738246737623
GTEX.11TTK.0011.R8b.SM.DO111	GTEX-11TTK-0011-R8b-SM-DO111	60-69	1	0.136264475391984	0.123230386834575
GTEX.11WQC.0011.R8b.SM.57WCH	GTEX-11WQC-0011-R8b-SM-57WCH	60-69	2	0.0408926370612816	0.0244318520726355
GTEX.11WQK.0011.R8a.SM.5BC7C	GTEX-11WQK-0011-R8a-SM-5BC7C	50-59	2	-0.048526517742903	-0.043429317080816
GTEX.11ZTS.0011.R8a.SM.57WDI	GTEX-11ZTS-0011-R8a-SM-57WDI	60-69	1	-0.0388376198532792	-0.0378998529467271
GTEX.11ZUS.0011.R8a.SM.5BC73	GTEX-11ZUS-0011-R8a-SM-5BC73	30-39	2	-0.0115250274368773	0.0181913230430098
GTEX.12WSA.0011.R8a.SM.5P9EX	GTEX-12WSA-0011-R8a-SM-5P9EX	60-69	2	-0.0248695953672588	-0.0294827017299924
GTEX.12WSM.0011.R8a.SM.5DUWJ	GTEX-12WSM-0011-R8a-SM-5DUWJ	60-69	2	0.00130028643668296	-0.0161895844390318
GTEX.12ZZX.0011.R8a.SM.5DUW8	GTEX-12ZZX-0011-R8a-SM-5DUW8	40-49	1	0.0527828000099626	0.0447167642372948
GTEX.13112.0011.R8b.SM.664OV	GTEX-13112-0011-R8b-SM-664OV	50-59	2	-0.0457338435638496	-0.0282200976307696
GTEX.1313W.0011.R8a.SM.5DUVM	GTEX-1313W-0011-R8a-SM-5DUVM	50-59	1	-0.0210655380472617	-0.0172490973046877
GTEX.131XH.0011.R8a.SM.5EGLL	GTEX-131XH-0011-R8a-SM-5EGLL	50-59	2	-0.0323847958840804	-0.0350641036292012
GTEX.131XW.0011.R8a.SM.5DUWY	GTEX-131XW-0011-R8a-SM-5DUWY	50-59	1	-0.026426558088655	-0.0233317016958403
GTEX.132Q8.0011.R8b.SM.5DUWX	GTEX-132Q8-0011-R8b-SM-5DUWX	60-69	2	0.234886819714824	0.238768880603249
GTEX.1399T.0011.R8b.SM.5IJD8	GTEX-1399T-0011-R8b-SM-5IJD8	60-69	2	-0.00417221286751318	-0.00286324516438815
GTEX.139TS.0011.R8a.SM.5J1NP	GTEX-139TS-0011-R8a-SM-5J1NP	60-69	2	-0.0180563147695026	0.000694481845597383
GTEX.13CF2.0011.R8b.SM.5IJCX	GTEX-13CF2-0011-R8b-SM-5IJCX	60-69	2	0.0302490696763226	0.0320273673547989
GTEX.13CIG.0011.R8b.SM.5LZX5	GTEX-13CIG-0011-R8b-SM-5LZX5	50-59	2	-0.00938687454319537	-0.0139583023874783
GTEX.13FLV.0011.R8a.SM.5LZZE	GTEX-13FLV-0011-R8a-SM-5LZZE	50-59	2	-0.0213647117295371	-0.0242483317532546
GTEX.13FLW.0011.R8b.SM.5J1MZ	GTEX-13FLW-0011-R8b-SM-5J1MZ	50-59	2	-0.0341389757200721	-0.0236645740726129
GTEX.13FXS.0011.R8a.SM.5J1MN	GTEX-13FXS-0011-R8a-SM-5J1MN	50-59	2	0.012693102561264	0.00624816299288795
GTEX.13G51.0011.R8b.SM.5LZZ4	GTEX-13G51-0011-R8b-SM-5LZZ4	60-69	2	0.0383187687688198	0.0324309852670165
GTEX.13IVO.0011.R8a.SM.5L3DY	GTEX-13IVO-0011-R8a-SM-5L3DY	70-79	2	-0.036086666232105	-0.02459593789354
GTEX.13JVG.0011.R8a.SM.5KM3E	GTEX-13JVG-0011-R8a-SM-5KM3E	60-69	2	0.0335280355078255	0.0201553614196333
GTEX.13N1W.0011.R8a.SM.5MR56	GTEX-13N1W-0011-R8a-SM-5MR56	70-79	2	0.00619300218956897	-0.00378777082964997
GTEX.13NYB.0011.R8a.SM.5KM4R	GTEX-13NYB-0011-R8a-SM-5KM4R	40-49	2	0.0184911968825859	0.0279155225423135
GTEX.13NZ8.0011.R8b.SM.5KM48	GTEX-13NZ8-0011-R8b-SM-5KM48	60-69	1	-0.0476593383274219	-0.0368876116012525
GTEX.13NZA.0011.R8b.SM.5KM2Q	GTEX-13NZA-0011-R8b-SM-5KM2Q	60-69	2	0.00274797613576205	-0.000980604645418428
GTEX.13O3O.0011.R8b.SM.5LUAL	GTEX-13O3O-0011-R8b-SM-5LUAL	60-69	1	-0.0346805601554222	-0.0545397304299416
GTEX.13O3Q.0011.R8b.SM.5KM2J	GTEX-13O3Q-0011-R8b-SM-5KM2J	50-59	2	0.0241832821935154	0.0169320074452356
GTEX.13OVH.0011.R8b.SM.5MR35	GTEX-13OVH-0011-R8b-SM-5MR35	70-79	2	-0.0137590611256406	-0.0228621070465438
GTEX.13OVJ.0011.R8b.SM.5L3FS	GTEX-13OVJ-0011-R8b-SM-5L3FS	50-59	1	-0.00493474526876596	-0.0230545373462029
GTEX.13OVL.0011.R8a.SM.5L3HH	GTEX-13OVL-0011-R8a-SM-5L3HH	50-59	2	-0.0171289439421204	0.00533286972125618
GTEX.13OW5.0011.R8a.SM.5L3GQ	GTEX-13OW5-0011-R8a-SM-5L3GQ	60-69	2	-0.00685759093196808	-0.0147931818733399
GTEX.13OW6.0011.R8a.SM.5L3GF	GTEX-13OW6-0011-R8a-SM-5L3GF	50-59	2	0.00936893852003891	0.0147338809661321
GTEX.13OW7.0011.R8b.SM.5L3HR	GTEX-13OW7-0011-R8b-SM-5L3HR	50-59	2	0.0256954001201806	0.0221969803297901
GTEX.13OW8.0011.R8a.SM.5L3G5	GTEX-13OW8-0011-R8a-SM-5L3G5	60-69	2	-0.0392687154511149	-0.0304091705143217
GTEX.13PDP.0011.R8b.SM.5O9CS	GTEX-13PDP-0011-R8b-SM-5O9CS	60-69	2	-0.0323637316495909	-0.0222098698324331
GTEX.13QIC.0011.R8b.SM.5O9CV	GTEX-13QIC-0011-R8b-SM-5O9CV	60-69	1	0.0385243612474357	0.0372402058871139
GTEX.13QJC.0011.R8b.SM.5S2U6	GTEX-13QJC-0011-R8b-SM-5S2U6	60-69	1	-0.0459458335082292	-0.0422201465680548
GTEX.13RTJ.0011.R8b.SM.5O9DL	GTEX-13RTJ-0011-R8b-SM-5O9DL	60-69	2	-0.00524574884791781	-0.0114570940270378
GTEX.13SLW.0011.R8b.SM.5SI64	GTEX-13SLW-0011-R8b-SM-5SI64	70-79	2	0.0141017153484242	0.00875506787649478
GTEX.13SLX.0011.R8b.SM.5PNWZ	GTEX-13SLX-0011-R8b-SM-5PNWZ	50-59	1	0.026467531851779	0.0168995084381825
