SAMPID	AGE	SEX	SVA_AGE	SVA_SEX
GTEX.12ZZZ.0011.R3b.SM.5DUXK	GTEX-12ZZZ-0011-R3b-SM-5DUXK	60-69	2	-0.0184963889658629	-0.016027961378962
GTEX.13112.0011.R3b.SM.5HL9L	GTEX-13112-0011-R3b-SM-5HL9L	50-59	2	0.0284198341804633	0.0376208796862712
GTEX.1313W.0011.R3a.SM.5EGLI	GTEX-1313W-0011-R3a-SM-5EGLI	50-59	1	0.0088933261058767	0.0182846421127151
GTEX.131XH.0011.R3b.SM.5DUWM	GTEX-131XH-0011-R3b-SM-5DUWM	50-59	2	-0.0129132808318382	-0.0141400341287969
GTEX.131YS.0011.R3b.SM.5DUXB	GTEX-131YS-0011-R3b-SM-5DUXB	60-69	1	0.00263645579912833	-0.00591610333015606
GTEX.139TT.0011.R3b.SM.5K7VL	GTEX-139TT-0011-R3b-SM-5K7VL	60-69	2	-0.0143371716107125	-0.0060676831284368
GTEX.13CF2.0011.R3b.SM.5LZZ6	GTEX-13CF2-0011-R3b-SM-5LZZ6	60-69	2	0.0234616123698943	0.0257313406030702
GTEX.13CIG.0011.R3b.SM.5K7XF	GTEX-13CIG-0011-R3b-SM-5K7XF	50-59	2	-0.0137726315181868	-0.000637739875861847
GTEX.13CZV.0011.R3a.SM.5KM27	GTEX-13CZV-0011-R3a-SM-5KM27	60-69	2	0.0157155115987211	0.0176071037396881
GTEX.13FHO.0011.R3b.SM.5K7YA	GTEX-13FHO-0011-R3b-SM-5K7YA	60-69	2	-0.011912411981815	-0.011511683779043
GTEX.13FLV.0011.R3b.SM.5LZYP	GTEX-13FLV-0011-R3b-SM-5LZYP	50-59	2	-0.0224984855626581	-0.0215798545695581
GTEX.13IVO.0011.R3b.SM.5IJBJ	GTEX-13IVO-0011-R3b-SM-5IJBJ	70-79	2	-0.0275692609770863	-0.0108819075652617
GTEX.13JVG.0011.R3b.SM.5LZXF	GTEX-13JVG-0011-R3b-SM-5LZXF	60-69	2	0.0109626593264726	0.0132426329519744
GTEX.13N1W.0011.R3a.SM.5MR5E	GTEX-13N1W-0011-R3a-SM-5MR5E	70-79	2	0.0718845895863817	0.0566818547097174
GTEX.13N2G.0011.R3b.SM.5MR5G	GTEX-13N2G-0011-R3b-SM-5MR5G	60-69	2	-0.0228186249547582	-0.0439919670097294
GTEX.13NYB.0011.R3b.SM.A9SM4	GTEX-13NYB-0011-R3b-SM-A9SM4	40-49	2	-0.0149440557056523	-0.00433530412901855
GTEX.13O3O.0011.R3b.SM.5KM3R	GTEX-13O3O-0011-R3b-SM-5KM3R	60-69	1	0.0193404099339304	0.0169331732030719
GTEX.13O3Q.0011.R3a.SM.5P9H3	GTEX-13O3Q-0011-R3a-SM-5P9H3	50-59	2	-0.0123758630463956	-0.00624904270189018
GTEX.13OVH.0011.R3a.SM.5KM49	GTEX-13OVH-0011-R3a-SM-5KM49	70-79	2	-0.0229539671306818	-0.0256410726626326
GTEX.13OVL.0011.R3b.SM.5L3I8	GTEX-13OVL-0011-R3b-SM-5L3I8	50-59	2	-0.0149320614801304	-0.0183158004652572
GTEX.13OW5.0011.R3a.SM.5L3I5	GTEX-13OW5-0011-R3a-SM-5L3I5	60-69	2	-0.0151653074141142	-0.0176029030641539
GTEX.13OW7.0011.R3a.SM.5O9DA	GTEX-13OW7-0011-R3a-SM-5O9DA	50-59	2	-0.0202164262058224	-0.0128274562417098
GTEX.13OW8.0011.R3a.SM.5L3I4	GTEX-13OW8-0011-R3a-SM-5L3I4	60-69	2	0.000286553651853328	-0.00461731906209443
GTEX.13PLJ.0011.R3a.SM.5O9DT	GTEX-13PLJ-0011-R3a-SM-5O9DT	60-69	1	-0.0202419315856867	-0.0065969053057616
GTEX.13PVQ.0011.R3b.SM.5O9D6	GTEX-13PVQ-0011-R3b-SM-5O9D6	50-59	2	-0.0195287051776639	-0.0146329572191578
GTEX.13QIC.0011.R3a.SM.5P9HT	GTEX-13QIC-0011-R3a-SM-5P9HT	60-69	1	0.00755730826672754	0.0033799615596132
GTEX.13RTJ.0011.R3a.SM.5PNX7	GTEX-13RTJ-0011-R3a-SM-5PNX7	60-69	2	-0.0269878556383144	-0.0354582617434772
GTEX.13RTL.0011.R3a.SM.5P9JP	GTEX-13RTL-0011-R3a-SM-5P9JP	40-49	2	-0.0347147139455773	-0.0172979021472832
GTEX.13S7M.0011.R3a.SM.5PNX2	GTEX-13S7M-0011-R3a-SM-5PNX2	60-69	1	-0.00105499653920598	-0.00318691705410554
GTEX.13SLW.0011.R3b.SM.5SI6Y	GTEX-13SLW-0011-R3b-SM-5SI6Y	70-79	2	-0.03555351813027	-0.0350275504089953
GTEX.13VXU.0011.R3b.SM.5O9CU	GTEX-13VXU-0011-R3b-SM-5O9CU	50-59	2	-0.00250997775846	-0.003631528333021
GTEX.13X6I.0011.R3b.SM.5P9HM	GTEX-13X6I-0011-R3b-SM-5P9HM	60-69	2	-0.0299374053156361	-0.030170889106176
GTEX.13X6J.0011.R3b.SM.5P9K5	GTEX-13X6J-0011-R3b-SM-5P9K5	50-59	2	0.0183070776422066	0.0185194536112167
GTEX.13X6K.0011.R3b.SM.5PNUD	GTEX-13X6K-0011-R3b-SM-5PNUD	60-69	1	0.0316284120662734	-0.000115484590744311
GTEX.1445S.0011.R3a.SM.5P9HY	GTEX-1445S-0011-R3a-SM-5P9HY	60-69	2	-0.00144187969399481	-0.00243719078164495
GTEX.144GL.0011.R3a.SM.5P9HP	GTEX-144GL-0011-R3a-SM-5P9HP	50-59	2	-0.00343974087712208	-0.00368420750463241
GTEX.145LU.0011.R3a.SM.5P9K2	GTEX-145LU-0011-R3a-SM-5P9K2	50-59	2	0.000614662748512874	0.0082447163188561
GTEX.145MG.0011.R3b.SM.5SI67	GTEX-145MG-0011-R3b-SM-5SI67	50-59	2	-0.0094311245584711	0.00220885865258353
GTEX.145MH.0011.R3b.SM.5P9JQ	GTEX-145MH-0011-R3b-SM-5P9JQ	50-59	2	0.019326871620416	0.0160599833685399
GTEX.1477Z.0011.R3b.SM.5PNX9	GTEX-1477Z-0011-R3b-SM-5PNX9	60-69	2	-0.0172442460924501	-0.00868404937928656
GTEX.148VJ.0011.R3b.SM.69LQJ	GTEX-148VJ-0011-R3b-SM-69LQJ	70-79	2	-0.0459728475592605	-0.0409577266667308
GTEX.14BIM.0011.R3b.SM.5S2RL	GTEX-14BIM-0011-R3b-SM-5S2RL	60-69	1	0.0107769207370306	0.00207181428548352
GTEX.14BIN.0011.R3b.SM.6AJBL	GTEX-14BIN-0011-R3b-SM-6AJBL	50-59	1	0.00524318672677842	0.0114458779021976
GTEX.14BMV.0011.R3a.SM.5ZZU7	GTEX-14BMV-0011-R3a-SM-5ZZU7	50-59	2	-0.0148546742887351	-0.0109736229182675
GTEX.14C39.0011.R3b.SM.5YYA3	GTEX-14C39-0011-R3b-SM-5YYA3	40-49	2	-0.0173455037988581	-0.0109502083388959
GTEX.14DAQ.0011.R3b.SM.5YYAJ	GTEX-14DAQ-0011-R3b-SM-5YYAJ	60-69	1	0.0021294972306052	5.95519644797393e-05
GTEX.14E7W.0011.R3b.SM.5YYB5	GTEX-14E7W-0011-R3b-SM-5YYB5	70-79	2	-0.0212925106629954	-0.0210087295033179
GTEX.14JG1.0011.R3a.SM.62LEC	GTEX-14JG1-0011-R3a-SM-62LEC	40-49	2	-0.00352102240113542	0.00651839327091681
GTEX.14JIY.0011.R3a.SM.5YYAQ	GTEX-14JIY-0011-R3a-SM-5YYAQ	60-69	2	-0.0139278253876173	-0.00471690675754196
GTEX.14LLW.0011.R3b.SM.62LFW	GTEX-14LLW-0011-R3b-SM-62LFW	70-79	1	-0.026342293740921	-0.042941547130214
GTEX.14LZ3.0011.R3a.SM.664NQ	GTEX-14LZ3-0011-R3a-SM-664NQ	60-69	1	-0.0404081108576364	-0.0345533675034719
GTEX.14PJM.0011.R3b.SM.5ZZV9	GTEX-14PJM-0011-R3b-SM-5ZZV9	50-59	1	-0.0111573447223548	-0.0299534838558232
GTEX.14PJO.0011.R3a.SM.6AJBY	GTEX-14PJO-0011-R3a-SM-6AJBY	60-69	2	-0.030644891354185	-0.0386884643068469
GTEX.14PN4.0011.R3b.SM.686ZU	GTEX-14PN4-0011-R3b-SM-686ZU	50-59	2	-0.029672230775305	-0.0261519825905721
GTEX.14PQA.0011.R3b.SM.69LQO	GTEX-14PQA-0011-R3b-SM-69LQO	50-59	1	-0.00732798964534225	-0.00885347453604468
GTEX.15CHQ.0011.R3b.SM.686ZY	GTEX-15CHQ-0011-R3b-SM-686ZY	60-69	2	-0.00602919488683742	-0.0201724561226379
GTEX.15DCD.0011.R3b.SM.D4P1P	GTEX-15DCD-0011-R3b-SM-D4P1P	70-79	1	0.00485780443318697	-0.0179979961909509
GTEX.15DYW.0011.R3b.SM.6LPIM	GTEX-15DYW-0011-R3b-SM-6LPIM	60-69	1	0.0023096521438839	0.00423631420773906
GTEX.15EO6.0011.R3b.SM.7KUDY	GTEX-15EO6-0011-R3b-SM-7KUDY	50-59	2	0.0330250319022981	0.0281295060060557
GTEX.15ER7.0011.R3a.SM.6LPIK	GTEX-15ER7-0011-R3a-SM-6LPIK	20-29	1	-0.0129439550783514	-0.000619750215544965
GTEX.15G19.0011.R3a.SM.6LPIG	GTEX-15G19-0011-R3a-SM-6LPIG	60-69	2	-0.0300451020221629	-0.0270041954120105
GTEX.15SHU.0011.R3a.SM.7IGPS	GTEX-15SHU-0011-R3a-SM-7IGPS	40-49	1	0.0179924897639803	0.0258968682603914
GTEX.16XZZ.0011.R3a.SM.7IGLH	GTEX-16XZZ-0011-R3a-SM-7IGLH	60-69	2	-0.00689069911930056	-0.00373460085780917
GTEX.16YQH.0011.R3a.SM.7EPGM	GTEX-16YQH-0011-R3a-SM-7EPGM	30-39	2	-0.0238855313126661	-0.00283630169262872
GTEX.17EVP.0011.R3a.SM.7EPI9	GTEX-17EVP-0011-R3a-SM-7EPI9	40-49	2	0.0522865005356176	0.0577138605068934
GTEX.17EVQ.0011.R3b.SM.7LT9B	GTEX-17EVQ-0011-R3b-SM-7LT9B	70-79	2	-0.0394809618157696	-0.03482174864243
GTEX.17F97.0011.R3b.SM.7LT9E	GTEX-17F97-0011-R3b-SM-7LT9E	50-59	2	-0.0205826407381783	-0.0218493195147598
GTEX.17HHY.0011.R3a.SM.7EWDK	GTEX-17HHY-0011-R3a-SM-7EWDK	50-59	2	0.0342829281521944	0.0338912446543685
GTEX.17HII.0011.R3a.SM.7LT9D	GTEX-17HII-0011-R3a-SM-7LT9D	50-59	2	0.0185804844923539	0.0225638465244355
GTEX.18A6Q.0011.R3a.SM.718A7	GTEX-18A6Q-0011-R3a-SM-718A7	60-69	2	-0.0311227347172769	-0.0352744210529902
GTEX.1A3MX.0011.R3b.SM.79OOW	GTEX-1A3MX-0011-R3b-SM-79OOW	60-69	2	-0.0154021352968668	-0.0221981542727603
GTEX.1B8L1.0011.R3a.SM.7EPIO	GTEX-1B8L1-0011-R3a-SM-7EPIO	60-69	2	-0.0118574772484549	-0.0126621981917438
GTEX.1B933.0011.R3b.SM.7P8PL	GTEX-1B933-0011-R3b-SM-7P8PL	50-59	1	0.00690439661147236	0.00846000700542547
GTEX.1B996.0011.R3b.SM.9QEGY	GTEX-1B996-0011-R3b-SM-9QEGY	60-69	2	0.00888915318139244	-0.00619350408442128
GTEX.1BAJH.0011.R3a.SM.7IGNU	GTEX-1BAJH-0011-R3a-SM-7IGNU	70-79	2	0.0271428293612998	0.0192580621033547
GTEX.1C6WA.0011.R3a.SM.9OSVP	GTEX-1C6WA-0011-R3a-SM-9OSVP	60-69	2	-0.0187139948837106	-0.0183088119589226
GTEX.1CB4G.0011.R3a.SM.CE6QQ	GTEX-1CB4G-0011-R3a-SM-CE6QQ	60-69	2	-0.0118874891072978	-0.0109963176508737
GTEX.1CB4H.0011.R3b.SM.9OSVI	GTEX-1CB4H-0011-R3b-SM-9OSVI	60-69	1	0.0389362289323498	0.0265256750527415
GTEX.1E1VI.0011.R3a.SM.9OSWH	GTEX-1E1VI-0011-R3a-SM-9OSWH	50-59	2	-0.000522820703590574	0.00965957821075202
GTEX.1EH9U.0011.R3b.SM.CL534	GTEX-1EH9U-0011-R3b-SM-CL534	60-69	2	0.0267485343090345	0.0290222466811895
GTEX.1EMGI.0011.R3b.SM.CE6R9	GTEX-1EMGI-0011-R3b-SM-CE6R9	60-69	2	0.0425628069279993	0.0335964739111865
GTEX.1EU9M.0011.R3a.SM.9QEHY	GTEX-1EU9M-0011-R3a-SM-9QEHY	60-69	2	-0.034525314291315	-0.0245593942886419
GTEX.1EX96.0011.R3b.SM.ARZMH	GTEX-1EX96-0011-R3b-SM-ARZMH	50-59	2	0.00168708873341073	0.00183957092550977
GTEX.1F48J.0011.R3b.SM.9OSVY	GTEX-1F48J-0011-R3b-SM-9OSVY	50-59	1	0.0317364777667296	0.0281651387524631
GTEX.1F52S.0011.R3a.SM.CKZNI	GTEX-1F52S-0011-R3a-SM-CKZNI	60-69	1	-0.0536139365567114	-0.0567321175891594
GTEX.1F6I4.0011.R3a.SM.9QEH9	GTEX-1F6I4-0011-R3a-SM-9QEH9	60-69	2	-0.00126975601191385	0.00298092199167659
GTEX.1F75A.0011.R3b.SM.ARL8K	GTEX-1F75A-0011-R3b-SM-ARL8K	50-59	2	-0.0381321479660281	-0.0238564891539423
GTEX.1F7RK.0011.R3b.SM.9OSWJ	GTEX-1F7RK-0011-R3b-SM-9OSWJ	20-29	1	-0.0171494359990453	0.0103395637706093
GTEX.1GF9W.0011.R3b.SM.CJI2S	GTEX-1GF9W-0011-R3b-SM-CJI2S	60-69	2	-0.0250845657512652	-0.0188293066088951
GTEX.1GMR8.0011.R3b.SM.9QEIG	GTEX-1GMR8-0011-R3b-SM-9QEIG	50-59	1	-0.0110960081439735	-0.00437690283157868
GTEX.1GN73.0011.R3b.SM.9QEIL	GTEX-1GN73-0011-R3b-SM-9QEIL	60-69	2	0.045056727568146	0.035608263900315
GTEX.1GTWX.0011.R3b.SM.CJI2Z	GTEX-1GTWX-0011-R3b-SM-CJI2Z	60-69	2	-0.00959261115030711	-0.0194553701119678
GTEX.1GZ2Q.0011.R3a.SM.A96RP	GTEX-1GZ2Q-0011-R3a-SM-A96RP	40-49	2	-0.0195085654275985	-0.00964170266209307
GTEX.1GZ4I.0011.R3b.SM.9OSWP	GTEX-1GZ4I-0011-R3b-SM-9OSWP	50-59	2	-0.028715668515453	-0.0208355663002742
GTEX.1JMOU.0011.R3a.SM.EYYXN	GTEX-1JMOU-0011-R3a-SM-EYYXN	60-69	1	0.010648924778083	-0.000942558064558771
GTEX.1JMPZ.0011.R3a.SM.EYYWX	GTEX-1JMPZ-0011-R3a-SM-EYYWX	30-39	2	0.031869693448476	0.0400875514338327
GTEX.1KD4Q.0011.R3b.SM.EXOID	GTEX-1KD4Q-0011-R3b-SM-EXOID	40-49	2	-0.031272322212849	-0.0195742452722622
GTEX.1LVAO.0011.R3a.SM.EXOI7	GTEX-1LVAO-0011-R3a-SM-EXOI7	60-69	2	0.0350558220761017	0.0371805894420702
GTEX.1MCQQ.0011.R3a.SM.EXURW	GTEX-1MCQQ-0011-R3a-SM-EXURW	60-69	2	-0.0117680504297097	-0.00400802946528555
GTEX.1N2EE.0011.R3b.SM.EXURY	GTEX-1N2EE-0011-R3b-SM-EXURY	60-69	2	0.00792726510508543	0.00303637111873935
GTEX.N7MS.0011.R3a.SM.33HC6	GTEX-N7MS-0011-R3a-SM-33HC6	60-69	2	0.0440738416557464	0.033657059690873
GTEX.N7MT.0011.R3a.SM.2I3GC	GTEX-N7MT-0011-R3a-SM-2I3GC	60-69	1	0.0122177983632662	-0.0225349269078695
GTEX.NL3H.0011.R3a.SM.2I3GL	GTEX-NL3H-0011-R3a-SM-2I3GL	60-69	2	0.0227805718425917	0.029181867387247
GTEX.NPJ8.0011.R3a.SM.2HMIW	GTEX-NPJ8-0011-R3a-SM-2HMIW	40-49	2	0.0522551837279577	0.0307122256541919
GTEX.P44G.0011.R3A.SM.2I3FC	GTEX-P44G-0011-R3A-SM-2I3FC	30-39	2	-0.00828700721807571	-0.000341152424724183
GTEX.P44H.0011.R3A.SM.D3L8E	GTEX-P44H-0011-R3A-SM-D3L8E	40-49	2	0.00321671593235489	0.00511500270349446
GTEX.PVOW.0011.R3A.SM.32PKX	GTEX-PVOW-0011-R3A-SM-32PKX	40-49	2	-0.0124176847607878	-0.0144519580523426
GTEX.PWO3.0011.R3A.SM.2I5EX	GTEX-PWO3-0011-R3A-SM-2I5EX	60-69	1	-0.0565067009544747	-0.0653584377642508
GTEX.Q2AG.0011.R3A.SM.2HMJ9	GTEX-Q2AG-0011-R3A-SM-2HMJ9	40-49	1	0.0467596574489381	0.0474107207614818
GTEX.QDT8.0011.R3A.SM.32PKR	GTEX-QDT8-0011-R3A-SM-32PKR	30-39	1	0.0253038548145167	0.0223010648584571
GTEX.QVUS.0011.R3A.SM.3GAFD	GTEX-QVUS-0011-R3A-SM-3GAFD	60-69	1	0.0632203189476987	0.0402795170619732
GTEX.RNOR.0011.R3A.SM.5SI8E	GTEX-RNOR-0011-R3A-SM-5SI8E	50-59	1	0.00756833267448312	0.00739052066181962
GTEX.RVPV.0011.R3A.SM.2TF63	GTEX-RVPV-0011-R3A-SM-2TF63	60-69	2	-0.0390704032378118	-0.048735124529135
GTEX.T2IS.0011.R3A.SM.32QPB	GTEX-T2IS-0011-R3A-SM-32QPB	20-29	1	-0.0154396847147958	-0.00687378083361392
GTEX.UTHO.0011.R3A.SM.3GIK8	GTEX-UTHO-0011-R3A-SM-3GIK8	60-69	2	-0.0096338752914346	-0.0159887860709716
GTEX.WHSE.0011.R3A.SM.3P5ZM	GTEX-WHSE-0011-R3A-SM-3P5ZM	20-29	2	-0.0415016606636272	-0.0227694987447984
GTEX.WL46.0011.R3A.SM.3TW8E	GTEX-WL46-0011-R3A-SM-3TW8E	50-59	2	0.0209298636067635	0.022056731247987
GTEX.WZTO.0011.R3B.SM.3NMC6	GTEX-WZTO-0011-R3B-SM-3NMC6	40-49	2	0.0827475740461435	0.0747227117270048
GTEX.X4EP.0011.R3A.SM.3P626	GTEX-X4EP-0011-R3A-SM-3P626	60-69	1	0.0682238059624495	0.0198677380931725
GTEX.X4XX.0011.R3B.SM.46MWK	GTEX-X4XX-0011-R3B-SM-46MWK	60-69	2	0.00441456804095495	-0.00427870883542642
GTEX.X4XY.0011.R3B.SM.EXOHI	GTEX-X4XY-0011-R3B-SM-EXOHI	60-69	2	-0.0396323566305403	-0.0262999650521738
GTEX.X585.0011.R3B.SM.46MVG	GTEX-X585-0011-R3B-SM-46MVG	50-59	2	0.00868927965809128	-0.00667495305785693
GTEX.XLM4.0011.R3B.SM.4AT6E	GTEX-XLM4-0011-R3B-SM-4AT6E	60-69	2	0.0237207207444917	0.0097731957586095
GTEX.XMD1.0011.R3B.SM.4AT5R	GTEX-XMD1-0011-R3B-SM-4AT5R	60-69	2	0.243467975680734	0.230604502354412
GTEX.Y8DK.0011.R3A.SM.4RTW5	GTEX-Y8DK-0011-R3A-SM-4RTW5	60-69	2	0.00744647282314182	0.00410541690170057
GTEX.YFC4.0011.R3a.SM.4RGLP	GTEX-YFC4-0011-R3a-SM-4RGLP	40-49	1	0.0582343566582819	0.052276183157274
GTEX.YJ89.0011.R3b.SM.4V6EF	GTEX-YJ89-0011-R3b-SM-4V6EF	60-69	2	0.00820756260186616	0.00949037351764396
GTEX.Z93S.0011.R3b.SM.4RGNH	GTEX-Z93S-0011-R3b-SM-4RGNH	50-59	2	0.0135346750389416	0.0220590546525152
GTEX.ZAB4.0011.R3a.SM.4RGNQ	GTEX-ZAB4-0011-R3a-SM-4RGNQ	40-49	2	0.0119298322822338	0.0117234654991127
GTEX.ZDXO.0011.R3a.SM.4WKFS	GTEX-ZDXO-0011-R3a-SM-4WKFS	60-69	2	-0.00776262606339614	-0.011736780829998
GTEX.ZF28.0011.R3a.SM.4WWDA	GTEX-ZF28-0011-R3a-SM-4WWDA	60-69	2	-0.0163523501824277	-0.0117347148699131
GTEX.ZUA1.0011.R3a.SM.4YCEE	GTEX-ZUA1-0011-R3a-SM-4YCEE	40-49	2	0.00197122460001425	0.00410185080845112
GTEX.ZVT3.0011.R3b.SM.51MTJ	GTEX-ZVT3-0011-R3b-SM-51MTJ	60-69	1	-0.0092014320963696	-0.00435904772135298
GTEX.ZVZQ.0011.R3a.SM.57WC7	GTEX-ZVZQ-0011-R3a-SM-57WC7	60-69	1	0.0394524167077773	0.0424948726756843
