SAMPID	AGE	SEX	SVA_AGE	SVA_SEX
GTEX.14PJO.0011.R2a.SM.5ZZVF	GTEX-14PJO-0011-R2a-SM-5ZZVF	60-69	2	-0.0459874810930772	-0.0488236394684942
GTEX.14PN4.0011.R2a.SM.6EU2Y	GTEX-14PN4-0011-R2a-SM-6EU2Y	50-59	2	-0.0967719847955285	-0.0899049486513441
GTEX.15CHQ.0011.R2b.SM.6AJAD	GTEX-15CHQ-0011-R2b-SM-6AJAD	60-69	2	-0.0178110309510996	-0.0427622896920966
GTEX.15DCD.0011.R2b.SM.6LPIE	GTEX-15DCD-0011-R2b-SM-6LPIE	70-79	1	-0.0395738264122654	-0.0287512589676649
GTEX.15DYW.0011.R2b.SM.7KUKY	GTEX-15DYW-0011-R2b-SM-7KUKY	60-69	1	0.031719688211704	0.0285865731422803
GTEX.15EO6.0011.R2a.SM.6M46R	GTEX-15EO6-0011-R2a-SM-6M46R	50-59	2	-0.0309569838504777	-0.0509157790985216
GTEX.15ER7.0011.R2a.SM.6M46O	GTEX-15ER7-0011-R2a-SM-6M46O	20-29	1	0.0578156155442593	0.0326151625139828
GTEX.15RJE.0011.R2b.SM.79OMP	GTEX-15RJE-0011-R2b-SM-79OMP	40-49	2	-0.0434514252616878	-0.10049935365076
GTEX.17EVP.0011.R2a.SM.7LG4W	GTEX-17EVP-0011-R2a-SM-7LG4W	40-49	2	0.0546760139017438	0.0572503877895057
GTEX.18464.0011.R2a.SM.731AL	GTEX-18464-0011-R2a-SM-731AL	50-59	2	-0.029503197002572	-0.0429242773734756
GTEX.1A3MX.0011.R2b.SM.7EWFL	GTEX-1A3MX-0011-R2b-SM-7EWFL	60-69	2	-0.0795420025710365	-0.0795253160326954
GTEX.1A8G7.0011.R2a.SM.7IGQI	GTEX-1A8G7-0011-R2a-SM-7IGQI	60-69	2	-0.0479960151531563	-0.0293170556880715
GTEX.1B8L1.0011.R2a.SM.9OSVL	GTEX-1B8L1-0011-R2a-SM-9OSVL	60-69	2	0.0231815012640253	0.000364008260897488
GTEX.1B8SG.0011.R2b.SM.79OOT	GTEX-1B8SG-0011-R2b-SM-79OOT	50-59	2	-0.01752613289924	-0.0327405157897704
GTEX.1B933.0011.R2b.SM.7IGNM	GTEX-1B933-0011-R2b-SM-7IGNM	50-59	1	0.000173075908051944	0.0211702068451462
GTEX.1B996.0011.R2a.SM.7IGON	GTEX-1B996-0011-R2a-SM-7IGON	60-69	2	-0.10060079535596	-0.114971820738589
GTEX.1C6VR.0011.R2a.SM.7RHGZ	GTEX-1C6VR-0011-R2a-SM-7RHGZ	60-69	2	-0.00329263746155191	0.0123437168254062
GTEX.1CB4G.0011.R2a.SM.9QEGQ	GTEX-1CB4G-0011-R2a-SM-9QEGQ	60-69	2	-0.0447091715561354	-0.03586428132596
GTEX.1E1VI.0011.R2a.SM.9QEGS	GTEX-1E1VI-0011-R2a-SM-9QEGS	50-59	2	0.0380668128039363	0.0575032719285062
GTEX.1EKGG.0011.R2a.SM.CE6R8	GTEX-1EKGG-0011-R2a-SM-CE6R8	60-69	2	0.0257341720957164	0.0161510658235037
GTEX.1EMGI.0011.R2b.SM.9OSVS	GTEX-1EMGI-0011-R2b-SM-9OSVS	60-69	2	0.0249685169430761	0.0155823779061326
GTEX.1EU9M.0011.R2b.SM.9QEH7	GTEX-1EU9M-0011-R2b-SM-9QEH7	60-69	2	-0.018073327824363	0.0120331011633458
GTEX.1F48J.0011.R2a.SM.CL535	GTEX-1F48J-0011-R2a-SM-CL535	50-59	1	-0.0132188319863808	-0.00577533295939273
GTEX.1F6I4.0011.R2a.SM.CL536	GTEX-1F6I4-0011-R2a-SM-CL536	60-69	2	0.0431437005645154	0.0492212976264703
GTEX.1F6IF.0011.R2b.SM.9QEHB	GTEX-1F6IF-0011-R2b-SM-9QEHB	60-69	2	0.0192224870146124	0.0384017214792503
GTEX.1F75B.0011.R2a.SM.ARL8I	GTEX-1F75B-0011-R2a-SM-ARL8I	50-59	2	-0.0652408865163919	-0.0406740265641821
GTEX.1GMR8.0011.R2a.SM.CE6RD	GTEX-1GMR8-0011-R2a-SM-CE6RD	50-59	1	-0.0531022969836659	-0.072533632858262
GTEX.1GN1U.0011.R2a.SM.CL53A	GTEX-1GN1U-0011-R2a-SM-CL53A	50-59	1	-0.127430757011714	-0.116828893582306
GTEX.1GN2E.0011.R2a.SM.9WG7D	GTEX-1GN2E-0011-R2a-SM-9WG7D	60-69	2	-0.00560945684086429	-0.037500686629082
GTEX.1GN73.0011.R2a.SM.CJI2V	GTEX-1GN73-0011-R2a-SM-CJI2V	60-69	2	-0.0552399629193079	-0.0610585965835493
GTEX.1GTWX.0011.R2b.SM.ADEH5	GTEX-1GTWX-0011-R2b-SM-ADEH5	60-69	2	-0.060200004149286	-0.0624005483515469
GTEX.1GZ2Q.0011.R2b.SM.9OSWO	GTEX-1GZ2Q-0011-R2b-SM-9OSWO	40-49	2	-0.0256613840933542	-0.0828511894411951
GTEX.1JMQK.0011.R2a.SM.EYYXQ	GTEX-1JMQK-0011-R2a-SM-EYYXQ	60-69	2	-0.144270156429217	-0.120814965845923
GTEX.1LB8K.0011.R2a.SM.EZ6MQ	GTEX-1LB8K-0011-R2a-SM-EZ6MQ	50-59	2	-0.0427609955455019	-0.0585062754904619
GTEX.1LH75.0011.R2b.SM.EYYWQ	GTEX-1LH75-0011-R2b-SM-EYYWQ	50-59	1	-0.0395136234736805	-0.0128303151006209
GTEX.1LSNL.0011.R2a.SM.EZ6MK	GTEX-1LSNL-0011-R2a-SM-EZ6MK	50-59	2	0.0142782696304447	0.0439880521483467
GTEX.1LVA9.0011.R2a.SM.EZ6MJ	GTEX-1LVA9-0011-R2a-SM-EZ6MJ	50-59	2	-0.0317969713540484	-0.00557093463338446
GTEX.1LVAO.0011.R2a.SM.EYYX1	GTEX-1LVAO-0011-R2a-SM-EYYX1	60-69	2	-0.010683102652966	0.00179858408749264
GTEX.1MA7X.0011.R2b.SM.EZ6MT	GTEX-1MA7X-0011-R2b-SM-EZ6MT	60-69	2	0.014932136998825	0.0304346921082203
GTEX.1RLM8.0011.R2a.SM.EZ6N4	GTEX-1RLM8-0011-R2a-SM-EZ6N4	50-59	2	-0.0572772318073825	-0.0833579342069993
GTEX.N7MS.0011.R2a.SM.2HML6	GTEX-N7MS-0011-R2a-SM-2HML6	60-69	2	0.0542227664078465	0.0781289105048071
GTEX.N7MT.0011.R2a.SM.2I3GI	GTEX-N7MT-0011-R2a-SM-2I3GI	60-69	1	-0.0598111559897307	-0.0192408925627269
GTEX.NL4W.0011.R2a.SM.2I5GV	GTEX-NL4W-0011-R2a-SM-2I5GV	50-59	2	-0.114078361620312	-0.142859269657739
GTEX.NPJ7.0011.R2a.SM.2I3GF	GTEX-NPJ7-0011-R2a-SM-2I3GF	60-69	1	0.0736446230706237	0.0940022358693044
GTEX.NPJ8.0011.R2a.SM.2TC6M	GTEX-NPJ8-0011-R2a-SM-2TC6M	40-49	2	0.00783626081100866	0.033356828072066
GTEX.OHPN.0011.R2A.SM.2I5FB	GTEX-OHPN-0011-R2A-SM-2I5FB	60-69	1	0.129422433402792	0.134256078606271
GTEX.OXRO.0011.R2A.SM.3NB1W	GTEX-OXRO-0011-R2A-SM-3NB1W	60-69	1	-0.0103365400311537	0.0388928147627989
GTEX.P44G.0011.R2A.SM.2XCD2	GTEX-P44G-0011-R2A-SM-2XCD2	30-39	2	-0.0638115540036101	-0.0546246080928842
GTEX.PWO3.0011.R2A.SM.2S1OX	GTEX-PWO3-0011-R2A-SM-2S1OX	60-69	1	-0.12834653230992	-0.0958258561994842
GTEX.Q2AG.0011.R2A.SM.2HMIT	GTEX-Q2AG-0011-R2A-SM-2HMIT	40-49	1	-0.00622797048452558	0.0112795523368628
GTEX.QDT8.0011.R2A.SM.32PKQ	GTEX-QDT8-0011-R2A-SM-32PKQ	30-39	1	-0.000201064749274828	0.0518641282448156
GTEX.QMR6.0011.R2A.SM.32PKV	GTEX-QMR6-0011-R2A-SM-32PKV	50-59	2	-0.105514824241772	-0.0793777331836994
GTEX.R55E.0011.R2A.SM.EYYV9	GTEX-R55E-0011-R2A-SM-EYYV9	20-29	2	-0.00458592401943663	0.0163539308847706
GTEX.RU72.0011.R2A.SM.2TF6O	GTEX-RU72-0011-R2A-SM-2TF6O	50-59	1	-0.040376420498772	-0.0296375710678779
GTEX.S7SE.0011.R2A.SM.2XCDC	GTEX-S7SE-0011-R2A-SM-2XCDC	50-59	2	0.00270421625077744	0.0316999965734473
GTEX.T2IS.0011.R2A.SM.32QPF	GTEX-T2IS-0011-R2A-SM-32QPF	20-29	1	-0.0110006622247417	-0.0157608913535985
GTEX.T5JC.0011.R2A.SM.32PLZ	GTEX-T5JC-0011-R2A-SM-32PLZ	20-29	2	-0.0240608922004071	-0.042041503438116
GTEX.T6MN.0011.R2A.SM.32QOW	GTEX-T6MN-0011-R2A-SM-32QOW	50-59	2	0.0993020801258468	0.0749479835237882
GTEX.UTHO.0011.R2A.SM.3GIKC	GTEX-UTHO-0011-R2A-SM-3GIKC	60-69	2	-0.106626156212933	-0.0924673167199966
GTEX.WHSE.0011.R2A.SM.3P5ZL	GTEX-WHSE-0011-R2A-SM-3P5ZL	20-29	2	-0.00591840739322944	-0.0428204641419418
GTEX.X4XX.0011.R2A.SM.3P623	GTEX-X4XX-0011-R2A-SM-3P623	60-69	2	-0.082402321739493	-0.114501299670766
GTEX.X585.0011.R2B.SM.46MVF	GTEX-X585-0011-R2B-SM-46MVF	50-59	2	-0.0194095772316567	-0.027610226650258
GTEX.XLM4.0011.R2B.SM.4AT5Z	GTEX-XLM4-0011-R2B-SM-4AT5Z	60-69	2	0.01863350475226	0.0240268415238659
GTEX.XMD1.0011.R2B.SM.4AT5N	GTEX-XMD1-0011-R2B-SM-4AT5N	60-69	2	0.746322457738092	0.751912868805203
GTEX.YFC4.0011.R2a.SM.4V6DZ	GTEX-YFC4-0011-R2a-SM-4V6DZ	40-49	1	0.072130224192848	0.0231788491464178
GTEX.YJ89.0011.R2b.SM.4RGLT	GTEX-YJ89-0011-R2b-SM-4RGLT	60-69	2	0.0213661787719364	-0.0120521543252924
GTEX.Z93S.0011.R2a.SM.4RGNG	GTEX-Z93S-0011-R2a-SM-4RGNG	50-59	2	0.081193250073846	0.0401903456459948
GTEX.ZAB4.0011.R2a.SM.4RGNP	GTEX-ZAB4-0011-R2a-SM-4RGNP	40-49	2	0.151435707521547	0.132021693441906
GTEX.ZDXO.0011.R2b.SM.4WKFG	GTEX-ZDXO-0011-R2b-SM-4WKFG	60-69	2	-0.0026241018365316	-0.0580255552618526
GTEX.ZV68.0011.R2a.SM.4YCDK	GTEX-ZV68-0011-R2a-SM-4YCDK	50-59	1	0.0270720112729121	0.0332980841169925
