SAMPID	AGE	SEX	SVA_AGE	SVA_SEX
GTEX.1117F.0526.SM.5EGHJ	GTEX-1117F-0526-SM-5EGHJ	60-69	1	-0.0308429970598964	-0.0366008175962216
GTEX.111FC.0426.SM.5N9CV	GTEX-111FC-0426-SM-5N9CV	60-69	2	-0.0951343634287517	-0.0289389681771235
GTEX.111YS.2226.SM.5987P	GTEX-111YS-2226-SM-5987P	60-69	2	0.155957179057313	0.122287875641607
GTEX.1122O.2326.SM.9YFL9	GTEX-1122O-2326-SM-9YFL9	60-69	1	-0.121762992620386	-0.0797264588375039
GTEX.1128S.2526.SM.5H11N	GTEX-1128S-2526-SM-5H11N	60-69	1	-0.0371738308134616	-0.0270964133223049
GTEX.113IC.0426.SM.5HL5O	GTEX-113IC-0426-SM-5HL5O	60-69	2	0.173256657013214	0.220868239276607
GTEX.117YW.2726.SM.5GZZT	GTEX-117YW-2726-SM-5GZZT	50-59	2	0.0861644300812844	0.0360508455702024
GTEX.117YX.2626.SM.5EQ53	GTEX-117YX-2626-SM-5EQ53	50-59	2	-0.00871715835809323	0.0375120603128096
GTEX.11DXX.2626.SM.5Q5A3	GTEX-11DXX-2626-SM-5Q5A3	60-69	1	-0.0246118689405452	-0.00572305380415084
GTEX.11DXZ.2626.SM.59882	GTEX-11DXZ-2626-SM-59882	50-59	2	0.0310058093034693	0.0355283793653263
GTEX.11EI6.0526.SM.5985S	GTEX-11EI6-0526-SM-5985S	60-69	2	-0.0604276537088203	-0.0344350736199462
GTEX.11EM3.2226.SM.5H11Y	GTEX-11EM3-2226-SM-5H11Y	20-29	1	-0.0574080060923904	-0.0618122078663125
GTEX.11EMC.3026.SM.5EQ4R	GTEX-11EMC-3026-SM-5EQ4R	60-69	1	-0.119607052564153	-0.0957717598553603
GTEX.11EQ8.0426.SM.5N9DP	GTEX-11EQ8-0426-SM-5N9DP	60-69	2	-0.0709775586693909	-0.0227032477718616
GTEX.11EQ9.2226.SM.5987H	GTEX-11EQ9-2226-SM-5987H	30-39	2	-0.0372109077548558	-0.0872360963189913
GTEX.11GS4.2926.SM.5A5LF	GTEX-11GS4-2926-SM-5A5LF	60-69	2	0.0774580543525538	0.103260807749126
GTEX.11GSP.2926.SM.5N9C2	GTEX-11GSP-2926-SM-5N9C2	60-69	1	-0.046170434918649	-0.0212329706875143
GTEX.11I78.2326.SM.5Q5AH	GTEX-11I78-2326-SM-5Q5AH	50-59	1	0.00512973033084039	-0.0211900352677535
GTEX.11LCK.1426.SM.5HL5R	GTEX-11LCK-1426-SM-5HL5R	30-39	2	-0.189619443853024	-0.18981505438781
GTEX.11NUK.0526.SM.5A5L5	GTEX-11NUK-0526-SM-5A5L5	50-59	2	-0.0398457647949435	-0.0275136983072697
GTEX.11NV4.0526.SM.5N9BF	GTEX-11NV4-0526-SM-5N9BF	60-69	2	-0.0759925254471771	-0.0176740494155241
GTEX.11O72.0426.SM.5BC5B	GTEX-11O72-0426-SM-5BC5B	40-49	2	-0.118115193285894	-0.106606534357101
GTEX.11ONC.2726.SM.5N9DZ	GTEX-11ONC-2726-SM-5N9DZ	60-69	2	0.0594009087923059	0.0605866011802677
GTEX.11P7K.2326.SM.5EGKZ	GTEX-11P7K-2326-SM-5EGKZ	30-39	2	-0.0739722427136804	-0.0676047085509848
GTEX.11P81.2726.SM.59876	GTEX-11P81-2726-SM-59876	30-39	1	-0.0611478854596232	-0.117303120159537
