SAMPID	AGE	SEX	SVA_AGE
GTEX-1117F-2526-SM-5GZY6	60-69	2	-0.0346523649481594
GTEX-113JC-1926-SM-5N9GE	50-59	2	0.0681113239369266
GTEX-11DXX-1726-SM-5H11T	60-69	2	-0.0952558942199219
GTEX-11EM3-1826-SM-5A5KO	20-29	2	-0.227026649721922
GTEX-11EMC-1926-SM-5A5JU	60-69	2	-0.0643901677643834
GTEX-11GSP-2226-SM-5HL5Q	60-69	2	0.0431141547927129
GTEX-11I78-2026-SM-5987C	50-59	2	0.00617883133889014
GTEX-11P81-2126-SM-5HL6N	30-39	2	0.13649701788974
GTEX-11TTK-2726-SM-5GU58	60-69	2	0.00591533757779037
GTEX-11VI4-0726-SM-5GU5B	40-49	2	0.190421379937539
GTEX-11XUK-1326-SM-5EQM4	40-49	2	0.0709557957798404
GTEX-12WSD-2926-SM-5LZUH	60-69	2	-0.0801420299467882
GTEX-12WSJ-1326-SM-5GCOB	40-49	2	0.121244735952383
GTEX-12ZZX-1926-SM-5EGKC	40-49	2	-0.065002204126885
GTEX-131XG-2126-SM-5DUXG	50-59	2	0.116146605503301
GTEX-131YS-2426-SM-5J2OD	60-69	2	-0.147537145089772
GTEX-1399S-2326-SM-5K7YV	30-39	2	-0.0452203950159857
GTEX-1399U-1526-SM-5J2N7	50-59	2	-0.060558497794065
GTEX-13D11-1326-SM-5IJFY	50-59	2	-0.0736809030709076
GTEX-13N11-1526-SM-5L3FL	50-59	2	-0.190647008097457
GTEX-13OVI-0926-SM-5J1MI	60-69	2	-0.157502723148627
GTEX-13PL7-2726-SM-5L3GB	60-69	2	-0.0178370997474905
GTEX-13PVR-1426-SM-5S2PW	60-69	2	0.0111287546827323
GTEX-13QBU-1726-SM-5IJFQ	40-49	2	0.0395452390634354
GTEX-13QIC-1826-SM-5J1MY	60-69	2	0.0559530323761884
GTEX-13U4I-2026-SM-5LU3L	40-49	2	-0.107772245525546
GTEX-13W3W-2326-SM-5LU4Y	60-69	2	0.271248573762726
